year,linear_pred,linear_lo90,linear_hi90,rf_pred,rf_lo90,rf_hi90
2025,22.606282204869586,21.105907404573745,24.106657005165427,22.41729166666671,21.333333333333332,22.675
2026,23.09889550514678,21.54538311776417,24.652407892529386,22.41729166666671,21.333333333333332,22.675
2027,23.591508805423985,21.979548423231403,25.203469187616566,22.41729166666671,21.333333333333332,22.675
