state,state_fips,year,employment_rate,dis_type_hearing_18_64_prevalence,dis_type_vision_18_64_prevalence,dis_type_cognitive_18_64_prevalence,dis_type_ambulatory_18_64_prevalence,dis_type_self_care_18_64_prevalence,dis_type_indep_living_18_64_prevalence
Michigan,26,2015,0.03858904224399868,0.022245062383883876,0.01880268191505425,0.057754469981918695,0.06274004330226804,0.024059450137927388,0.04914670755062922
Minnesota,27,2015,0.04183121932035707,0.019989741864564183,0.012318942725015635,0.04051785815817903,0.03577583960351004,0.013761715122339518,0.030250542520326745
Mississippi,28,2015,0.04022547784635614,0.027987942337034912,0.03059355684141557,0.05843996937091974,0.08285752628450987,0.029106648066680275,0.054627686387990156
Missouri,29,2015,0.04459877759204118,0.025207494985248165,0.022531142992611948,0.05546532289221603,0.0645907125459998,0.0207837163503131,0.04411863742710308
Montana,30,2015,0.04685181979521742,0.028381266390452325,0.01734293881922413,0.05145125776751726,0.05392974491966757,0.02238565713074667,0.03862848415919912
Nebraska,31,2015,0.04377270568129649,0.023020807625659112,0.01629545890796896,0.03763116995238386,0.03993015473697898,0.014503329945448867,0.027437441342274518
Nevada,32,2015,0.04719157092883114,0.031843960976689706,0.03506879456736965,0.04895534593823455,0.06004685327402501,0.02723657175904224,0.041254149643574
New Hampshire,33,2015,0.04208250739922018,0.02299852431783887,0.014521378365619578,0.05174876065291504,0.047202803439373955,0.017970978647200188,0.039415339722010494
New Jersey,34,2015,0.029303876269961292,0.01244237025586688,0.01388588257200184,0.031250348902833396,0.03651819643076453,0.013769911772152674,0.027256019226662046
New Mexico,35,2015,0.039257949002750724,0.02935110497845824,0.025756326540930973,0.055301523458620494,0.06499388773493892,0.026821385669653888,0.04981067880801453
New York,36,2015,0.029034275470256606,0.014806801896152574,0.015503742440129932,0.03651402822180575,0.04475753936003569,0.01585778086567723,0.031444204377353846
North Carolina,37,2015,0.038476635192232336,0.02210987468704553,0.024404464243260923,0.050741499197426515,0.06189079426082081,0.022852111694618742,0.04399807841446239
North Dakota,38,2015,0.0396983421637327,0.022511109212100495,0.011871902238933515,0.0317467099641087,0.03314177063749786,0.009536831310887027,0.023483165270893863
Ohio,39,2015,0.0423320415114699,0.02226856183080157,0.02081038294903017,0.05305156542380089,0.05966666993135218,0.021222017209434826,0.043866443702840374
Oklahoma,40,2015,0.048260542624268564,0.03267414021106857,0.03144247474005376,0.0542373613836141,0.07221189832061332,0.023205009637242105,0.04686119778386648
Oregon,41,2015,0.04883049444326667,0.028736456797577237,0.020846113107957892,0.06363461223779127,0.05622106665742358,0.020639755853573406,0.04409515971326015
Pennsylvania,42,2015,0.040494275382474236,0.020318113809341377,0.01904771169539226,0.051217493225908725,0.05380220152686334,0.018925599492197555,0.041100484391206026
Rhode Island,44,2015,0.03973615171276516,0.020002998275991304,0.013328835919346376,0.05653998950603403,0.051063638407915446,0.02147515178772206,0.043938235514579115
South Carolina,45,2015,0.036196775679034156,0.021174518150632364,0.0255004327616387,0.05369477694311337,0.06968738715097851,0.025524597980944874,0.04849959514748782
South Dakota,46,2015,0.05234449609085542,0.025204373169755545,0.015266071478104432,0.03927174597891083,0.039438176868483936,0.012733944372456481,0.028289288587199878
Tennessee,47,2015,0.04161717989767161,0.026188510174214173,0.027431456831563925,0.05729877047109247,0.07432910628575526,0.023954541958100276,0.04871190846455884
Texas,48,2015,0.03760815846305585,0.021550016008133922,0.021759775692814808,0.03838097941923703,0.04803142577091637,0.01755899881354303,0.032333008568028745
Utah,49,2015,0.040498578837536894,0.018686181385388766,0.015298830982934672,0.04085130931276725,0.03463301238652888,0.013676270796875035,0.029492250170107117
Vermont,50,2015,0.04970090591485213,0.028909042898927526,0.018214779005524862,0.05817862365940851,0.04721522586935327,0.02010633327916802,0.04148470506987325
Virginia,51,2015,0.0349007803890315,0.01826868923513537,0.01628825165700442,0.03988323873039262,0.04611676633466512,0.016477412082773174,0.03324976637421153
