state,state_fips,year,employment_rate,edu_bachelors_share,edu_some_college_share,edu_hs_grad_share,edu_less_than_hs_share
Pennsylvania,42,2017,0.23874671818915913,0.155,0.229,0.43,0.18600000000000003
Rhode Island,44,2017,0.27443852360308285,0.17600000000000002,0.23800000000000002,0.348,0.23800000000000002
South Carolina,45,2017,0.21557547491218385,0.154,0.276,0.341,0.23000000000000004
South Dakota,46,2017,0.3295488754139251,0.179,0.304,0.365,0.152
Tennessee,47,2017,0.22471699162066547,0.135,0.256,0.379,0.23
Texas,48,2017,0.2647111338537537,0.17099999999999999,0.284,0.301,0.243
Utah,49,2017,0.3212163448208679,0.217,0.363,0.29600000000000004,0.12300000000000001
Vermont,50,2017,0.32155497946186534,0.22899999999999998,0.243,0.38,0.14800000000000002
Virginia,51,2017,0.2660125960014562,0.20600000000000004,0.271,0.32099999999999995,0.201
Washington,53,2017,0.25932672953841285,0.20399999999999993,0.36,0.293,0.14400000000000002
West Virginia,54,2017,0.17428141740453387,0.101,0.21300000000000002,0.4429999999999999,0.243
Wisconsin,55,2017,0.2654254573408463,0.16299999999999998,0.29,0.396,0.15
Wyoming,56,2017,0.3079659908436887,0.188,0.35400000000000004,0.34,0.118
Puerto Rico,72,2017,0.13770154866561657,0.155,0.16899999999999998,0.27699999999999997,0.399
Alabama,1,2018,0.1962970678960491,0.13999999999999999,0.266,0.35200000000000004,0.242
Alaska,2,2018,0.29992099895058305,0.191,0.35800000000000004,0.325,0.126
Arizona,4,2018,0.2344224345140773,0.18500000000000003,0.34500000000000003,0.295,0.175
Arkansas,5,2018,0.21355875886059333,0.121,0.278,0.392,0.20800000000000002
California,6,2018,0.2219729460493892,0.205,0.304,0.249,0.242
Colorado,8,2018,0.308707651128213,0.259,0.33399999999999996,0.276,0.131
Connecticut,9,2018,0.24556215486904148,0.19600000000000004,0.24400000000000002,0.376,0.185
Delaware,10,2018,0.24358143098933116,0.182,0.251,0.403,0.163
District of Columbia,11,2018,0.2594420070042051,0.29100000000000004,0.20800000000000002,0.29200000000000004,0.20900000000000002
Florida,12,2018,0.19955783933908774,0.192,0.28,0.33799999999999997,0.19
Georgia,13,2018,0.24105236676551522,0.17300000000000001,0.271,0.34400000000000003,0.21100000000000002
Hawaii,15,2018,0.23865370712507028,0.224,0.29700000000000004,0.338,0.14100000000000001
Idaho,16,2018,0.26334861944007953,0.174,0.341,0.33299999999999996,0.151
Illinois,17,2018,0.23746046194801368,0.182,0.292,0.34199999999999997,0.184
Indiana,18,2018,0.251448973576593,0.134,0.262,0.40399999999999997,0.2
Iowa,19,2018,0.28998482817020677,0.157,0.299,0.40099999999999997,0.14300000000000002
Kansas,20,2018,0.2927615941628434,0.185,0.32299999999999995,0.346,0.146
Kentucky,21,2018,0.2130243028242907,0.11800000000000001,0.257,0.383,0.243
Louisiana,22,2018,0.2240867129041231,0.135,0.24100000000000005,0.377,0.24800000000000003
Maine,23,2018,0.23980384775033062,0.178,0.29,0.384,0.147
Maryland,24,2018,0.28487260742001447,0.239,0.259,0.32,0.183
Massachusetts,25,2018,0.24712071412766004,0.21600000000000005,0.257,0.319,0.207
Michigan,26,2018,0.22954541153672928,0.146,0.314,0.369,0.17099999999999999
Minnesota,27,2018,0.30584201503362785,0.20500000000000002,0.304,0.355,0.13699999999999998
Mississippi,28,2018,0.19849605052489655,0.128,0.28,0.33399999999999996,0.257
Missouri,29,2018,0.23710636697901763,0.13799999999999998,0.294,0.386,0.18299999999999997
Montana,30,2018,0.3004115226337449,0.205,0.326,0.35100000000000003,0.118
Nebraska,31,2018,0.32764111232958054,0.172,0.332,0.35200000000000004,0.14300000000000002
Nevada,32,2018,0.2647699259885689,0.18100000000000002,0.348,0.302,0.169
New Hampshire,33,2018,0.2955218278352575,0.21600000000000003,0.265,0.365,0.154
New Jersey,34,2018,0.23135214699613968,0.21500000000000002,0.22200000000000003,0.36700000000000005,0.196
New Mexico,35,2018,0.2047060499880179,0.19399999999999998,0.284,0.28800000000000003,0.233
New York,36,2018,0.2138130498498266,0.201,0.231,0.325,0.243
North Carolina,37,2018,0.22989401397520445,0.168,0.297,0.319,0.216
North Dakota,38,2018,0.34899602085440007,0.16699999999999998,0.338,0.327,0.16699999999999998
Ohio,39,2018,0.24857165378122556,0.14300000000000002,0.273,0.4029999999999999,0.18100000000000002
Oklahoma,40,2018,0.26733194168660795,0.151,0.315,0.364,0.16999999999999998
Oregon,41,2018,0.25857050807992793,0.202,0.358,0.298,0.142
Pennsylvania,42,2018,0.24145338006816874,0.151,0.235,0.439,0.175
Rhode Island,44,2018,0.24758355235756244,0.16,0.23800000000000002,0.385,0.217
South Carolina,45,2018,0.2156470489230492,0.156,0.27899999999999997,0.35,0.215
South Dakota,46,2018,0.3516019294237116,0.193,0.298,0.39,0.11900000000000001
Tennessee,47,2018,0.23098611630564378,0.13799999999999998,0.263,0.37,0.22899999999999998
Texas,48,2018,0.2669024747713312,0.17200000000000001,0.28800000000000003,0.302,0.237
Utah,49,2018,0.3112065855498344,0.222,0.353,0.299,0.126
Vermont,50,2018,0.29719933709298585,0.188,0.249,0.41200000000000003,0.151
Virginia,51,2018,0.2524046359463585,0.216,0.273,0.314,0.19699999999999998
Washington,53,2018,0.26146271062204357,0.21300000000000002,0.37200000000000005,0.286,0.129
West Virginia,54,2018,0.18195035186760497,0.11800000000000001,0.23299999999999998,0.424,0.22500000000000003
Wisconsin,55,2018,0.25857307065998275,0.166,0.28600000000000003,0.397,0.151
Wyoming,56,2018,0.3178054282180019,0.166,0.366,0.35000000000000003,0.11699999999999999
Puerto Rico,72,2018,0.1324890990872636,0.16,0.184,0.278,0.378
Alabama,1,2019,0.2150663978594369,0.152,0.276,0.349,0.222
Alaska,2,2019,0.30757357614433767,0.184,0.368,0.338,0.11
Arizona,4,2019,0.23752691265243012,0.195,0.35100000000000003,0.28,0.17499999999999996
Arkansas,5,2019,0.2227311175754575,0.127,0.28,0.389,0.20400000000000001
California,6,2019,0.22712276934354045,0.209,0.303,0.24600000000000002,0.242
Colorado,8,2019,0.3087028266889784,0.257,0.33799999999999997,0.28600000000000003,0.11900000000000001
Connecticut,9,2019,0.2615816969549132,0.221,0.237,0.34500000000000003,0.198
Delaware,10,2019,0.25062270002731846,0.19699999999999998,0.272,0.36500000000000005,0.166
District of Columbia,11,2019,0.23076402609001598,0.23900000000000002,0.233,0.3,0.228
Florida,12,2019,0.2060966602340237,0.20099999999999998,0.27899999999999997,0.335,0.18600000000000003
Georgia,13,2019,0.23805975421997952,0.16999999999999998,0.28500000000000003,0.342,0.20299999999999999
Hawaii,15,2019,0.21561328596108087,0.206,0.281,0.349,0.163
Idaho,16,2019,0.2971930214468274,0.17300000000000001,0.37,0.326,0.13099999999999998
Illinois,17,2019,0.24535396915029573,0.17900000000000002,0.28800000000000003,0.34800000000000003,0.185
Indiana,18,2019,0.26255589821281533,0.14200000000000002,0.261,0.413,0.184
Iowa,19,2019,0.28420870567886997,0.165,0.301,0.4,0.134
Kansas,20,2019,0.31041509942400325,0.193,0.32799999999999996,0.35300000000000004,0.127
Kentucky,21,2019,0.23172356596103383,0.118,0.26,0.38,0.24200000000000002
Louisiana,22,2019,0.2416670050242339,0.147,0.259,0.35700000000000004,0.23600000000000002
Maine,23,2019,0.2600823248132903,0.195,0.271,0.38400000000000006,0.151
Maryland,24,2019,0.27258295971396834,0.241,0.24900000000000003,0.327,0.184
Massachusetts,25,2019,0.26078762636738795,0.22899999999999998,0.252,0.33199999999999996,0.187
Michigan,26,2019,0.2369980146314824,0.153,0.311,0.368,0.168
Minnesota,27,2019,0.301896124720331,0.203,0.308,0.357,0.132
Mississippi,28,2019,0.21303540135499394,0.13,0.27199999999999996,0.342,0.256
Missouri,29,2019,0.24480570671382326,0.147,0.28300000000000003,0.392,0.17800000000000002
Montana,30,2019,0.2849270280866047,0.201,0.32,0.368,0.11199999999999999
Nebraska,31,2019,0.32469297173271144,0.183,0.33899999999999997,0.35200000000000004,0.126
Nevada,32,2019,0.24713328348151456,0.191,0.333,0.313,0.16299999999999998
New Hampshire,33,2019,0.28930670082940885,0.202,0.281,0.377,0.139
New Jersey,34,2019,0.24530138185530714,0.22399999999999998,0.225,0.365,0.18600000000000003
New Mexico,35,2019,0.23476405565517397,0.16599999999999998,0.292,0.317,0.225
New York,36,2019,0.21661833713184023,0.20299999999999999,0.23300000000000004,0.326,0.23800000000000002
North Carolina,37,2019,0.23003822747113295,0.172,0.305,0.32799999999999996,0.19499999999999998
North Dakota,38,2019,0.3556974980578813,0.174,0.35,0.34,0.136
Ohio,39,2019,0.2539432418470563,0.142,0.266,0.4139999999999999,0.17800000000000002
Oklahoma,40,2019,0.2687198346781995,0.157,0.301,0.365,0.17700000000000002
Oregon,41,2019,0.269027728833703,0.209,0.363,0.29100000000000004,0.13699999999999998
Pennsylvania,42,2019,0.24746750880602453,0.155,0.234,0.43400000000000005,0.17600000000000002
Rhode Island,44,2019,0.24077777172602144,0.17600000000000002,0.244,0.37100000000000005,0.20800000000000002
South Carolina,45,2019,0.22161667447833114,0.17700000000000002,0.28300000000000003,0.329,0.21100000000000002
South Dakota,46,2019,0.35470233291056535,0.163,0.319,0.35900000000000004,0.159
Tennessee,47,2019,0.2354677225772699,0.13899999999999998,0.257,0.37799999999999995,0.22699999999999998
Texas,48,2019,0.2740971664527226,0.179,0.294,0.302,0.225
Utah,49,2019,0.3400305517437796,0.223,0.363,0.299,0.115
Vermont,50,2019,0.2875935952079254,0.209,0.254,0.379,0.157
Virginia,51,2019,0.2741232822696505,0.215,0.26999999999999996,0.31899999999999995,0.19699999999999998
Washington,53,2019,0.2647315233649913,0.215,0.369,0.284,0.132
West Virginia,54,2019,0.20418394841209772,0.10400000000000001,0.22600000000000003,0.44199999999999995,0.228
Wisconsin,55,2019,0.2710381980609898,0.167,0.293,0.401,0.138
Wyoming,56,2019,0.3401761603822935,0.188,0.341,0.383,0.08800000000000001
Puerto Rico,72,2019,0.12895861849136558,0.16,0.17700000000000002,0.28800000000000003,0.375
Alabama,1,2021,0.2153826411694767,0.157,0.28200000000000003,0.36,0.201
Alaska,2,2021,0.3222944380800973,0.20900000000000002,0.364,0.317,0.111
Arizona,4,2021,0.2678399324467709,0.214,0.35800000000000004,0.272,0.156
Arkansas,5,2021,0.23415915537875354,0.13699999999999998,0.277,0.41500000000000004,0.171
California,6,2021,0.2402425621795574,0.223,0.299,0.248,0.22999999999999998
Colorado,8,2021,0.32998484707508674,0.28600000000000003,0.33099999999999996,0.263,0.12
Connecticut,9,2021,0.2724659583868895,0.24100000000000002,0.24,0.33899999999999997,0.18
Delaware,10,2021,0.2793729140614001,0.223,0.279,0.356,0.14100000000000001
District of Columbia,11,2021,0.2880076970654938,0.327,0.263,0.26899999999999996,0.14100000000000001
Florida,12,2021,0.22718683928731048,0.22600000000000003,0.292,0.322,0.161
Georgia,13,2021,0.2607913965724842,0.20099999999999998,0.287,0.323,0.189
Hawaii,15,2021,0.2269690554365326,0.254,0.29100000000000004,0.33099999999999996,0.12400000000000001
Idaho,16,2021,0.31047172416066726,0.197,0.335,0.328,0.139
Illinois,17,2021,0.26135427012790224,0.20600000000000002,0.297,0.33599999999999997,0.161
Indiana,18,2021,0.271493376670447,0.146,0.28400000000000003,0.408,0.162
Iowa,19,2021,0.2993881249102773,0.17800000000000002,0.312,0.392,0.11800000000000002
Kansas,20,2021,0.3130292492204231,0.2,0.32799999999999996,0.355,0.117
Kentucky,21,2021,0.22981133106548082,0.132,0.266,0.38799999999999996,0.214
Louisiana,22,2021,0.23858457292280538,0.16699999999999998,0.26,0.35700000000000004,0.21600000000000003
Maine,23,2021,0.23729932259745415,0.207,0.27899999999999997,0.3929999999999999,0.12100000000000001
Maryland,24,2021,0.29520401730261475,0.262,0.264,0.316,0.158
Massachusetts,25,2021,0.2564989669557436,0.255,0.248,0.31,0.188
Michigan,26,2021,0.23715388500942766,0.175,0.317,0.36200000000000004,0.146
Minnesota,27,2021,0.31223119880371064,0.219,0.325,0.33699999999999997,0.11900000000000001
Mississippi,28,2021,0.226335171912673,0.159,0.293,0.337,0.21100000000000002
Missouri,29,2021,0.26774177095676455,0.163,0.28800000000000003,0.388,0.16
Montana,30,2021,0.28188693229388273,0.228,0.329,0.339,0.104
Nebraska,31,2021,0.34795804035395733,0.193,0.33299999999999996,0.353,0.122
Nevada,32,2021,0.26554172903455814,0.19399999999999995,0.33599999999999997,0.305,0.165
New Hampshire,33,2021,0.3081836175877268,0.249,0.282,0.354,0.11499999999999999
New Jersey,34,2021,0.24164335280193627,0.23700000000000002,0.229,0.35600000000000004,0.17800000000000002
New Mexico,35,2021,0.22851359604112495,0.198,0.31,0.3,0.192
New York,36,2021,0.22618569436016625,0.229,0.242,0.316,0.213
North Carolina,37,2021,0.2460770757387028,0.188,0.308,0.326,0.17800000000000002
North Dakota,38,2021,0.35188190395183044,0.181,0.363,0.327,0.128
Ohio,39,2021,0.2568105985429805,0.155,0.27799999999999997,0.41200000000000003,0.156
Oklahoma,40,2021,0.2851897028895733,0.16299999999999998,0.314,0.361,0.162
Oregon,41,2021,0.26762912458137084,0.22599999999999998,0.378,0.271,0.125
Pennsylvania,42,2021,0.25095979417035597,0.18,0.239,0.43000000000000005,0.152
Rhode Island,44,2021,0.2696118672139411,0.198,0.24200000000000002,0.349,0.211
South Carolina,45,2021,0.23382865276726233,0.18000000000000002,0.29000000000000004,0.345,0.186
South Dakota,46,2021,0.3258847418294334,0.213,0.317,0.3520000000000001,0.11800000000000001
Tennessee,47,2021,0.2357658606001108,0.15899999999999997,0.27,0.37800000000000006,0.192
Texas,48,2021,0.3064623104614378,0.195,0.304,0.29600000000000004,0.205
Utah,49,2021,0.37097796419619794,0.23899999999999996,0.366,0.282,0.113
Vermont,50,2021,0.2835858284623643,0.292,0.26999999999999996,0.325,0.11199999999999999
Virginia,51,2021,0.2826476899090783,0.24,0.273,0.32,0.16800000000000004
Washington,53,2021,0.2713875371072086,0.237,0.35600000000000004,0.28400000000000003,0.124
West Virginia,54,2021,0.19293361334283823,0.121,0.21100000000000002,0.465,0.20400000000000001
Wisconsin,55,2021,0.2856575697655631,0.19,0.307,0.383,0.11999999999999998
Wyoming,56,2021,0.3184969775300564,0.189,0.391,0.336,0.083
Puerto Rico,72,2021,0.13181517039035096,0.166,0.178,0.301,0.35600000000000004
Alabama,1,2022,0.24856397722531534,0.172,0.292,0.35500000000000004,0.18100000000000002
Alaska,2,2022,0.3470456072082088,0.17,0.375,0.329,0.126
Arizona,4,2022,0.28735020551775814,0.22599999999999998,0.338,0.28600000000000003,0.15
Arkansas,5,2022,0.2450624619921858,0.153,0.288,0.39099999999999996,0.168
California,6,2022,0.2661404445866737,0.232,0.292,0.245,0.231
Colorado,8,2022,0.35143786843027697,0.294,0.313,0.272,0.121
Connecticut,9,2022,0.27317679130737405,0.23099999999999998,0.24100000000000002,0.358,0.171
Delaware,10,2022,0.2896974262784047,0.235,0.282,0.35700000000000004,0.127
District of Columbia,11,2022,0.3447194961183536,0.358,0.212,0.264,0.165
Florida,12,2022,0.24508878477196716,0.232,0.294,0.316,0.158
Georgia,13,2022,0.285229624127398,0.20600000000000002,0.28300000000000003,0.335,0.17600000000000002
Hawaii,15,2022,0.26278862385938545,0.239,0.294,0.342,0.125
Idaho,16,2022,0.32710154246747164,0.204,0.35899999999999993,0.314,0.123
Illinois,17,2022,0.281802321381939,0.21600000000000005,0.2960000000000001,0.33000000000000007,0.158
Indiana,18,2022,0.3030732111330998,0.159,0.278,0.397,0.166
Iowa,19,2022,0.3374387385467718,0.193,0.304,0.3960000000000001,0.107
Kansas,20,2022,0.33377444732205924,0.209,0.33,0.336,0.125
Kentucky,21,2022,0.2556786525521793,0.14200000000000002,0.265,0.38699999999999996,0.20600000000000002
Louisiana,22,2022,0.2610329223820628,0.165,0.27399999999999997,0.361,0.19999999999999998
Maine,23,2022,0.2731162488749871,0.221,0.29,0.385,0.10400000000000001
Maryland,24,2022,0.30751521692080086,0.275,0.26,0.307,0.158
Massachusetts,25,2022,0.2767174591518267,0.25,0.24700000000000003,0.312,0.191
Michigan,26,2022,0.262513498133785,0.175,0.315,0.357,0.15300000000000002
Minnesota,27,2022,0.31924707862622603,0.228,0.323,0.338,0.11199999999999999
Mississippi,28,2022,0.2537473900400512,0.14400000000000002,0.29800000000000004,0.355,0.204
Missouri,29,2022,0.28167257442788357,0.172,0.291,0.384,0.152
Montana,30,2022,0.3304793155671281,0.22,0.32599999999999996,0.337,0.117
Nebraska,31,2022,0.3360736368746487,0.215,0.322,0.344,0.11900000000000001
Nevada,32,2022,0.32279627885740375,0.21499999999999997,0.345,0.292,0.14800000000000002
New Hampshire,33,2022,0.3029600611946872,0.256,0.313,0.32499999999999996,0.107
New Jersey,34,2022,0.2773741683714334,0.249,0.225,0.36000000000000004,0.16500000000000004
New Mexico,35,2022,0.2657573848042217,0.197,0.335,0.303,0.165
New York,36,2022,0.24209079280358622,0.22999999999999998,0.237,0.315,0.21700000000000003
North Carolina,37,2022,0.26607797363788704,0.21,0.304,0.321,0.165
North Dakota,38,2022,0.3616911514696744,0.187,0.36700000000000005,0.341,0.106
Ohio,39,2022,0.27876542335562,0.16799999999999998,0.2780000000000001,0.40099999999999997,0.152
Oklahoma,40,2022,0.3035110929067229,0.182,0.314,0.361,0.14300000000000002
Oregon,41,2022,0.2896184131992838,0.221,0.367,0.28800000000000003,0.12400000000000001
Pennsylvania,42,2022,0.27657632003589705,0.189,0.244,0.423,0.14300000000000002
Rhode Island,44,2022,0.29997471329337044,0.228,0.258,0.321,0.19299999999999998
South Carolina,45,2022,0.2575152954908935,0.185,0.293,0.34600000000000003,0.176
South Dakota,46,2022,0.34152852054012756,0.202,0.3,0.373,0.126
Tennessee,47,2022,0.2686735862825274,0.172,0.275,0.377,0.17600000000000002
Texas,48,2022,0.32467489240348707,0.21,0.29500000000000004,0.299,0.197
Utah,49,2022,0.4005734634417056,0.251,0.363,0.27899999999999997,0.10800000000000001
Vermont,50,2022,0.3327319530923412,0.263,0.27399999999999997,0.35700000000000004,0.10599999999999998
Virginia,51,2022,0.29090650456998834,0.245,0.27699999999999997,0.317,0.161
Washington,53,2022,0.3017529687868134,0.23900000000000002,0.371,0.274,0.11599999999999999
West Virginia,54,2022,0.19043762149229926,0.137,0.23199999999999998,0.431,0.2
Wisconsin,55,2022,0.30291054287939284,0.192,0.306,0.392,0.11
Wyoming,56,2022,0.32748515707438625,0.168,0.383,0.335,0.11400000000000002
Puerto Rico,72,2022,0.1616368625942411,0.182,0.198,0.295,0.325
Alabama,1,2023,0.2568730799425466,0.175,0.29000000000000004,0.35,0.18500000000000003
Alaska,2,2023,0.37369903142954397,0.218,0.322,0.349,0.111
Arizona,4,2023,0.28402756716620825,0.218,0.353,0.285,0.14400000000000002
Arkansas,5,2023,0.2680124260613596,0.153,0.301,0.386,0.16
California,6,2023,0.2681859338414491,0.236,0.293,0.245,0.226
Colorado,8,2023,0.3702335661348878,0.312,0.331,0.256,0.10099999999999999
Connecticut,9,2023,0.3041865638260575,0.23600000000000002,0.254,0.34700000000000003,0.163
Delaware,10,2023,0.3157804752949222,0.229,0.256,0.37799999999999995,0.138
District of Columbia,11,2023,0.3760754353362241,0.348,0.19,0.281,0.18
Florida,12,2023,0.24741489786977616,0.235,0.295,0.317,0.153
Georgia,13,2023,0.2957747101765476,0.21100000000000005,0.3,0.32,0.169
Hawaii,15,2023,0.2548927036270511,0.24200000000000002,0.288,0.353,0.11699999999999999
Idaho,16,2023,0.3433495222899027,0.214,0.368,0.29499999999999993,0.122
Illinois,17,2023,0.2965972148070584,0.221,0.29600000000000004,0.334,0.149
Indiana,18,2023,0.29790701654621843,0.171,0.28099999999999997,0.38799999999999996,0.16
Iowa,19,2023,0.34724817634734084,0.17300000000000001,0.318,0.406,0.10300000000000002
Kansas,20,2023,0.3541503460857434,0.20300000000000004,0.33499999999999996,0.32899999999999996,0.133
Kentucky,21,2023,0.2680536961417144,0.14900000000000002,0.266,0.40499999999999997,0.18
Louisiana,22,2023,0.26291290250968935,0.162,0.262,0.377,0.2
Maine,23,2023,0.2790969825351445,0.219,0.297,0.38600000000000007,0.098
Maryland,24,2023,0.31197580840645756,0.275,0.248,0.327,0.149
Massachusetts,25,2023,0.3021705133478082,0.272,0.22699999999999998,0.316,0.185
Michigan,26,2023,0.2669944539561292,0.183,0.321,0.34700000000000003,0.14900000000000002
Minnesota,27,2023,0.3503255610459131,0.228,0.33199999999999996,0.335,0.10500000000000001
Mississippi,28,2023,0.26211681003652293,0.163,0.315,0.335,0.188
Missouri,29,2023,0.29834210677729467,0.19699999999999998,0.295,0.369,0.139
Montana,30,2023,0.35022872000670996,0.237,0.34,0.327,0.097
Nebraska,31,2023,0.38347252558996103,0.21200000000000002,0.347,0.3339999999999999,0.10600000000000001
Nevada,32,2023,0.3214458165351693,0.19799999999999998,0.342,0.306,0.154
New Hampshire,33,2023,0.35134970040593744,0.24000000000000002,0.302,0.33799999999999997,0.12000000000000001
New Jersey,34,2023,0.2931780144419069,0.251,0.228,0.34800000000000003,0.17300000000000001
New Mexico,35,2023,0.278669761139381,0.21,0.308,0.306,0.17600000000000002
New York,36,2023,0.24916688267179385,0.233,0.24600000000000002,0.315,0.20600000000000002
North Carolina,37,2023,0.279220812742399,0.221,0.305,0.31899999999999995,0.155
North Dakota,38,2023,0.36813755257180125,0.197,0.36200000000000004,0.341,0.099
Ohio,39,2023,0.295815484374349,0.17600000000000002,0.28700000000000003,0.39399999999999996,0.143
Oklahoma,40,2023,0.3079221007553828,0.182,0.322,0.34900000000000003,0.147
Oregon,41,2023,0.2979990986782265,0.232,0.376,0.278,0.114
Pennsylvania,42,2023,0.28757048015508924,0.19000000000000003,0.24100000000000002,0.425,0.14300000000000002
Rhode Island,44,2023,0.29149917809732984,0.212,0.255,0.331,0.201
South Carolina,45,2023,0.2724446933632036,0.203,0.304,0.325,0.168
South Dakota,46,2023,0.371504364037732,0.20600000000000002,0.321,0.37099999999999994,0.10200000000000001
Tennessee,47,2023,0.2805298226467717,0.175,0.27,0.384,0.17099999999999999
Texas,48,2023,0.33211015500423785,0.217,0.303,0.287,0.19399999999999998
Utah,49,2023,0.39498810897360426,0.24800000000000003,0.358,0.28800000000000003,0.106
Vermont,50,2023,0.3016908240591382,0.258,0.26799999999999996,0.374,0.1
Virginia,51,2023,0.3086290801186944,0.246,0.278,0.325,0.151
Washington,53,2023,0.3162237513820314,0.256,0.3499999999999999,0.28200000000000003,0.113
West Virginia,54,2023,0.2251078232997333,0.134,0.22199999999999998,0.44599999999999995,0.198
Wisconsin,55,2023,0.3152978805939586,0.20099999999999998,0.293,0.386,0.12000000000000001
Wyoming,56,2023,0.32608447560960147,0.218,0.36,0.34400000000000003,0.079
Puerto Rico,72,2023,0.16523278686709145,0.195,0.2,0.29,0.316
Alabama,1,2024,0.261664451432752,0.17800000000000002,0.3,0.35700000000000004,0.165
Alaska,2,2024,0.35065753452960197,0.22199999999999998,0.344,0.33199999999999996,0.102
Arizona,4,2024,0.2883252342333318,0.23800000000000002,0.35400000000000004,0.276,0.132
Arkansas,5,2024,0.25758768117644293,0.155,0.277,0.39599999999999996,0.171
California,6,2024,0.26810672837711114,0.242,0.289,0.24100000000000002,0.227
Colorado,8,2024,0.3672409574130634,0.313,0.32499999999999996,0.264,0.098
Connecticut,9,2024,0.2869655830764634,0.249,0.242,0.349,0.161
Delaware,10,2024,0.30261890936353814,0.224,0.273,0.3620000000000001,0.142
District of Columbia,11,2024,0.33995560759061416,0.37,0.23399999999999999,0.23600000000000004,0.15899999999999997
Florida,12,2024,0.25348064001047627,0.252,0.28600000000000003,0.316,0.146
Georgia,13,2024,0.2963027430631885,0.22099999999999997,0.289,0.327,0.16299999999999998
Hawaii,15,2024,0.2585282992434856,0.263,0.29100000000000004,0.332,0.114
Idaho,16,2024,0.34901422143009697,0.21100000000000002,0.35200000000000004,0.322,0.114
Illinois,17,2024,0.29032499860307975,0.231,0.289,0.32899999999999996,0.15
Indiana,18,2024,0.3121890218291732,0.171,0.27599999999999997,0.406,0.14600000000000002
Iowa,19,2024,0.33765206005086673,0.184,0.32,0.384,0.112
Kansas,20,2024,0.3312965755251569,0.21499999999999997,0.336,0.335,0.114
Kentucky,21,2024,0.26944222650154737,0.15,0.276,0.386,0.18799999999999997
Louisiana,22,2024,0.277229984391061,0.16999999999999998,0.273,0.371,0.186
Maine,23,2024,0.2849964571687916,0.222,0.286,0.392,0.1
Maryland,24,2024,0.33026677374690017,0.295,0.252,0.314,0.139
Massachusetts,25,2024,0.29379977416435443,0.268,0.24,0.316,0.177
Michigan,26,2024,0.27692226426832683,0.189,0.33,0.347,0.134
Minnesota,27,2024,0.33526158186497723,0.231,0.317,0.345,0.106
Mississippi,28,2024,0.2634664442700157,0.165,0.309,0.33899999999999997,0.18600000000000003
Missouri,29,2024,0.30972478549093746,0.19,0.292,0.375,0.14400000000000002
Montana,30,2024,0.3256526261382272,0.225,0.33199999999999996,0.344,0.098
Nebraska,31,2024,0.35932706452074825,0.20400000000000001,0.35100000000000003,0.332,0.11299999999999999
Nevada,32,2024,0.32914134682720764,0.209,0.331,0.302,0.157
New Hampshire,33,2024,0.3371361027763961,0.26399999999999996,0.284,0.34700000000000003,0.105
New Jersey,34,2024,0.2871613373115552,0.264,0.227,0.3379999999999999,0.17
New Mexico,35,2024,0.2709908870218018,0.23399999999999999,0.311,0.293,0.162
New York,36,2024,0.25854779345274026,0.24,0.234,0.307,0.21899999999999997
North Carolina,37,2024,0.2896538654904226,0.222,0.305,0.322,0.15100000000000002
North Dakota,38,2024,0.36538736853697484,0.182,0.36,0.32799999999999996,0.131
Ohio,39,2024,0.2940750741487423,0.173,0.292,0.395,0.14
Oklahoma,40,2024,0.3161095062482491,0.197,0.315,0.35200000000000004,0.135
Oregon,41,2024,0.30405056453943724,0.23499999999999996,0.35600000000000004,0.294,0.115
Pennsylvania,42,2024,0.2850789729618973,0.20199999999999999,0.245,0.41600000000000004,0.137
Rhode Island,44,2024,0.3135258748432691,0.23,0.244,0.35700000000000004,0.16799999999999998
South Carolina,45,2024,0.27888881149605116,0.205,0.295,0.34099999999999997,0.159
South Dakota,46,2024,0.37214645651473877,0.21600000000000003,0.345,0.3379999999999999,0.101
Tennessee,47,2024,0.28094712982297004,0.18899999999999997,0.276,0.368,0.16699999999999998
Texas,48,2024,0.3311904689068666,0.21600000000000005,0.299,0.294,0.191
Utah,49,2024,0.3885183800406352,0.255,0.353,0.29600000000000004,0.095
Vermont,50,2024,0.30524436851845765,0.27,0.253,0.35700000000000004,0.121
Virginia,51,2024,0.3035838530775175,0.259,0.279,0.309,0.153
Washington,53,2024,0.3190818780305121,0.259,0.34400000000000003,0.275,0.12300000000000001
West Virginia,54,2024,0.23447409674413386,0.14,0.24600000000000002,0.43900000000000006,0.175
Wisconsin,55,2024,0.31859066437442035,0.20900000000000002,0.302,0.38,0.10999999999999999
Wyoming,56,2024,0.3279440311632815,0.252,0.34,0.331,0.077
Puerto Rico,72,2024,0.15783743205801537,0.18,0.20699999999999996,0.295,0.317
